title,description,category,languageType,mediaURL,text
Jenda kalak lalit ibas kampung.,Banyak orang sakit di desa.,Bahasa Nusantara,Medan,,Jenda kalak lalit ibas kampung. Banyak orang sakit di desa.
Ndahi jumpa!,Sampai bertemu lagi!,Bahasa Nusantara,Medan,,Ndahi jumpa! Sampai bertemu lagi!
Mbelin kai nakan di pasar.,Mahal makanan di pasar.,Bahasa Nusantara,Medan,,Mbelin kai nakan di pasar. Mahal makanan di pasar.
Empo kita ngejagai anak-anak.,Nenek kita menjaga anak-anak.,Bahasa Nusantara,Medan,,Empo kita ngejagai anak-anak. Nenek kita menjaga anak-anak.
Ise si ngatur acara besok?,Siapa yang mengatur acara besok?,Bahasa Nusantara,Medan,,Ise si ngatur acara besok? Siapa yang mengatur acara besok?
Kade-kade kam endai?,"Teman-teman, kamu di mana?",Bahasa Nusantara,Medan,,"Kade-kade kam endai? Teman-teman, kamu di mana?"
Kam mari kerina jumpa kerina.,Mari kita semua berkumpul bersama.,Bahasa Nusantara,Medan,,Kam mari kerina jumpa kerina. Mari kita semua berkumpul bersama.
Entah enda ula naruh.,Mungkin ini tidak jadi.,Bahasa Nusantara,Medan,,Entah enda ula naruh. Mungkin ini tidak jadi.
Dekah la enggo?,Sudah dekat belum?,Bahasa Nusantara,Medan,,Dekah la enggo? Sudah dekat belum?
Janah petar kai karenamu.,Juga kuat tubuhmu.,Bahasa Nusantara,Medan,,Janah petar kai karenamu. Juga kuat tubuhmu.
Pasi merga sira e turang.,"Pasirnya masih di sana, saudara.",Bahasa Nusantara,Medan,,"Pasi merga sira e turang. Pasirnya masih di sana, saudara."
Laendu rasa pedalan situhu.,Tidak peduli perjalanan yang sulit.,Bahasa Nusantara,Medan,,Laendu rasa pedalan situhu. Tidak peduli perjalanan yang sulit.
Kalak nari sibuk nai labo mari.,"Orang itu sangat sibuk, tidak datang.",Bahasa Nusantara,Medan,,"Kalak nari sibuk nai labo mari. Orang itu sangat sibuk, tidak datang."
"Tendi kai jumpa idahmu, sungguh tenang.",Bertemu wajahmu membuat tenang.,Bahasa Nusantara,Medan,,"Tendi kai jumpa idahmu, sungguh tenang. Bertemu wajahmu membuat tenang."
Jabu-nari sibuk endai samai nari.,Rumah itu sibuk sepanjang hari.,Bahasa Nusantara,Medan,,Jabu-nari sibuk endai samai nari. Rumah itu sibuk sepanjang hari.
Terang cahaya bulan nari.,Cahaya bulan malam ini terang.,Bahasa Nusantara,Medan,,Terang cahaya bulan nari. Cahaya bulan malam ini terang.
Idahan ngean pe halak ku jumpa.,Mudah bertemu dengan orangku.,Bahasa Nusantara,Medan,,Idahan ngean pe halak ku jumpa. Mudah bertemu dengan orangku.
Kuta sendi pesena?,"Desa ini aman, kan?",Bahasa Nusantara,Medan,,"Kuta sendi pesena? Desa ini aman, kan?"
Runggu kalak lalit ngadap kalak tenang.,Ruangan penuh orang mendengar dengan tenang.,Bahasa Nusantara,Medan,,Runggu kalak lalit ngadap kalak tenang. Ruangan penuh orang mendengar dengan tenang.
Sange kai na ibas lapangan.,Panas sekali di lapangan.,Bahasa Nusantara,Medan,,Sange kai na ibas lapangan. Panas sekali di lapangan.
"Empo nakan manis, janah asem bage.","Buat makanan manis, dan asam juga.",Bahasa Nusantara,Medan,,"Empo nakan manis, janah asem bage. Buat makanan manis, dan asam juga."
Enda na enda digean darisana.,Ini dari sana datangnya.,Bahasa Nusantara,Medan,,Enda na enda digean darisana. Ini dari sana datangnya.
Turangku jumpa endu ngadi kal.,Saudaraku bertemu dulu di sana.,Bahasa Nusantara,Medan,,Turangku jumpa endu ngadi kal. Saudaraku bertemu dulu di sana.
Jenda kalak dang kerina marimbang.,Semua orang tidak semua suka tomat.,Bahasa Nusantara,Medan,,Jenda kalak dang kerina marimbang. Semua orang tidak semua suka tomat.
Empung aku ngerkat mbiring.,Angkat aku ke belakang.,Bahasa Nusantara,Medan,,Empung aku ngerkat mbiring. Angkat aku ke belakang.
Erkatak kai?,Apa yang sedang dibicarakan?,Bahasa Nusantara,Medan,,Erkatak kai? Apa yang sedang dibicarakan?
Gancang petar!,Cepat jalankan!,Bahasa Nusantara,Medan,,Gancang petar! Cepat jalankan!
Labo dang kesah kenari kai.,Tidak ada hilang dengan yang ini.,Bahasa Nusantara,Medan,,Labo dang kesah kenari kai. Tidak ada hilang dengan yang ini.
Ngeluh ibas sendalan turang e.,Berjalan di pinggiran saudara itu.,Bahasa Nusantara,Medan,,Ngeluh ibas sendalan turang e. Berjalan di pinggiran saudara itu.
Kalak nari jumpa idah carana.,"Orang itu bertemu, begini caranya.",Bahasa Nusantara,Medan,,"Kalak nari jumpa idah carana. Orang itu bertemu, begini caranya."
Juma e dahena ulih?,Ladang ini masih subur?,Bahasa Nusantara,Medan,,Juma e dahena ulih? Ladang ini masih subur?
Jukuren mbiring endu jumpa kul.,Jauh di belakang itu bertemu lagi.,Bahasa Nusantara,Medan,,Jukuren mbiring endu jumpa kul. Jauh di belakang itu bertemu lagi.
Katah turang jumpa kalem enda.,Banyak saudara bertemu tenang di sini.,Bahasa Nusantara,Medan,,Katah turang jumpa kalem enda. Banyak saudara bertemu tenang di sini.
Marang na idahan sira.,Lempar mudah garam.,Bahasa Nusantara,Medan,,Marang na idahan sira. Lempar mudah garam.
Keget aku idah bulungna.,Terkejut aku melihat daunnya.,Bahasa Nusantara,Medan,,Keget aku idah bulungna. Terkejut aku melihat daunnya.
"Ndahi jumpa kai turangku, kai geluh.","Selamat tinggal saudaraku, hidup sehat.",Bahasa Nusantara,Medan,,"Ndahi jumpa kai turangku, kai geluh. Selamat tinggal saudaraku, hidup sehat."
"Gancang kai petar, mari turang.","Cepat jalankan, ayo saudara.",Bahasa Nusantara,Medan,,"Gancang kai petar, mari turang. Cepat jalankan, ayo saudara."
Tadi idah kai jumpa sajo rendan.,Baru saja bertemu di pasar tadi.,Bahasa Nusantara,Medan,,Tadi idah kai jumpa sajo rendan. Baru saja bertemu di pasar tadi.
Entong lalap aku nge!,"Jangan ganggu aku, ya!",Bahasa Nusantara,Medan,,"Entong lalap aku nge! Jangan ganggu aku, ya!"
Empung tenang situhu bage geluh.,"Angkat tenang itu, seperti hidup.",Bahasa Nusantara,Medan,,"Empung tenang situhu bage geluh. Angkat tenang itu, seperti hidup."
Ndabuh kai ditangis ngak.,Pecah yang ditangisi terus.,Bahasa Nusantara,Medan,,Ndabuh kai ditangis ngak. Pecah yang ditangisi terus.
Kalak-kalak senang karo berkatku.,Semua orang senang dengan berkahku.,Bahasa Nusantara,Medan,,Kalak-kalak senang karo berkatku. Semua orang senang dengan berkahku.
Idahan kai jumpa pangarapan enda.,Mudah bertemu dengan harapan ini.,Bahasa Nusantara,Medan,,Idahan kai jumpa pangarapan enda. Mudah bertemu dengan harapan ini.
Sadap manis kai jumpa.,Nikmat manis ini dirasa.,Bahasa Nusantara,Medan,,Sadap manis kai jumpa. Nikmat manis ini dirasa.
Tendi ciptakan kalem teratur.,Buat suasana tenang dan teratur.,Bahasa Nusantara,Medan,,Tendi ciptakan kalem teratur. Buat suasana tenang dan teratur.
Tari Paduppa,Tari adat yang biasanya dilakukan untuk menyambut tamu atau sebagai bentuk penghormatan. Gerakannya anggun dan melambangkan keramahtamahan serta keindahan.,Tarian Nusantara,Makassar,,Tari Paduppa Tari adat yang biasanya dilakukan untuk menyambut tamu atau sebagai bentuk penghormatan. Gerakannya anggun dan melambangkan keramahtamahan serta keindahan.
Tari Pakarena,"Tari tradisional Makassar yang menggambarkan pergerakan hidup manusia dan alam. Dikenal dengan gerakan yang lincah dan enerjik, serta diiringi musik tradisional.",Tarian Nusantara,Makassar,,"Tari Pakarena Tari tradisional Makassar yang menggambarkan pergerakan hidup manusia dan alam. Dikenal dengan gerakan yang lincah dan enerjik, serta diiringi musik tradisional."
Tari Pakkarena,"Tarian khas Makassar yang lebih energik dan menggambarkan keberanian serta kekuatan, sering ditampilkan dalam acara adat atau perayaan penting.",Tarian Nusantara,Makassar,,"Tari Pakkarena Tarian khas Makassar yang lebih energik dan menggambarkan keberanian serta kekuatan, sering ditampilkan dalam acara adat atau perayaan penting."
Tari Lipa' Sabbe,Tarian tradisional dari Bugis yang digunakan dalam perayaan atau ritual tertentu. Tarian ini melambangkan syukur dan kebahagiaan masyarakat Bugis.,Tarian Nusantara,Makassar,,Tari Lipa' Sabbe Tarian tradisional dari Bugis yang digunakan dalam perayaan atau ritual tertentu. Tarian ini melambangkan syukur dan kebahagiaan masyarakat Bugis.
Musik Pallu Karaeng,"Jenis musik yang berasal dari daerah Makassar, menggunakan alat musik tradisional yang mengiringi tarian atau acara adat penting.",Tarian Nusantara,Makassar,,"Musik Pallu Karaeng Jenis musik yang berasal dari daerah Makassar, menggunakan alat musik tradisional yang mengiringi tarian atau acara adat penting."
Musik Sampaga,"Musik perkusi yang dimainkan dalam berbagai upacara adat atau acara penting, terutama dalam rangkaian ritual penyambutan.",Tarian Nusantara,Makassar,,"Musik Sampaga Musik perkusi yang dimainkan dalam berbagai upacara adat atau acara penting, terutama dalam rangkaian ritual penyambutan."
Musik Gandrang Bulo,"Musik yang menggunakan alat perkusi tradisional dari Bugis, sering digunakan dalam acara adat untuk merayakan hari-hari besar atau kejadian penting.",Tarian Nusantara,Makassar,,"Musik Gandrang Bulo Musik yang menggunakan alat perkusi tradisional dari Bugis, sering digunakan dalam acara adat untuk merayakan hari-hari besar atau kejadian penting."
Tenun Bugis,"Kain tenun tangan tradisional Bugis yang dibuat dengan teknik tenun ikat, sering digunakan dalam upacara adat, pernikahan, atau sebagai pakaian sehari-hari.",Seni dan Kerajinan,Makassar,,"Tenun Bugis Kain tenun tangan tradisional Bugis yang dibuat dengan teknik tenun ikat, sering digunakan dalam upacara adat, pernikahan, atau sebagai pakaian sehari-hari."
Perahu Pinisi,"Kerajinan perahu tradisional Bugis yang terkenal, digunakan untuk pelayaran jarak jauh. Desainnya sangat khas dan sekarang menjadi ikon budaya Bugis.",Seni dan Kerajinan,Makassar,,"Perahu Pinisi Kerajinan perahu tradisional Bugis yang terkenal, digunakan untuk pelayaran jarak jauh. Desainnya sangat khas dan sekarang menjadi ikon budaya Bugis."
Ukiran Kayu Bugis,"Kerajinan tangan yang dibuat dari kayu, dengan ukiran halus yang menggambarkan simbol budaya atau digunakan untuk barang fungsional seperti tempat duduk dan perabotan rumah.",Seni dan Kerajinan,Makassar,,"Ukiran Kayu Bugis Kerajinan tangan yang dibuat dari kayu, dengan ukiran halus yang menggambarkan simbol budaya atau digunakan untuk barang fungsional seperti tempat duduk dan perabotan rumah."
Kerajinan Perak Bugis,"Perhiasan dan kerajinan tangan dari perak yang banyak ditemukan di kalangan masyarakat Bugis, termasuk cincin, kalung, dan anting-anting yang digunakan dalam upacara adat.",Seni dan Kerajinan,Makassar,,"Kerajinan Perak Bugis Perhiasan dan kerajinan tangan dari perak yang banyak ditemukan di kalangan masyarakat Bugis, termasuk cincin, kalung, dan anting-anting yang digunakan dalam upacara adat."
Keris Bugis,"Keris tradisional yang memiliki nilai estetika dan spiritual tinggi dalam kebudayaan Bugis, sering digunakan dalam upacara adat atau sebagai simbol keberanian",Seni dan Kerajinan,Makassar,,"Keris Bugis Keris tradisional yang memiliki nilai estetika dan spiritual tinggi dalam kebudayaan Bugis, sering digunakan dalam upacara adat atau sebagai simbol keberanian"
Rambu Solo,"Upacara pemakaman besar yang dilaksanakan oleh masyarakat Bugis dan Makassar.  Dalam upacara ini, keluarga almarhum akan menyembelih kerbau atau sapi sebagai persembahan untuk roh orang yang telah meninggal. Terdapat juga tarian, musik, dan ritual lainnya.",Tradisi Nusantara,Makassar,,"Rambu Solo Upacara pemakaman besar yang dilaksanakan oleh masyarakat Bugis dan Makassar.  Dalam upacara ini, keluarga almarhum akan menyembelih kerbau atau sapi sebagai persembahan untuk roh orang yang telah meninggal. Terdapat juga tarian, musik, dan ritual lainnya."
Rambu Tuka,"Upacara adat Bugis yang dilakukan untuk merayakan kelahiran atau peristiwa besar lainnya. Biasanya melibatkan penyembelihan hewan ternak, seperti kambing atau ayam, serta doa-doa.",Tradisi Nusantara,Makassar,,"Rambu Tuka Upacara adat Bugis yang dilakukan untuk merayakan kelahiran atau peristiwa besar lainnya. Biasanya melibatkan penyembelihan hewan ternak, seperti kambing atau ayam, serta doa-doa."
Buka Puasa Bersama (Mappadendang),"Sebuah tradisi yang biasa dilakukan pada bulan Ramadan, di mana keluarga dan kerabat berkumpul untuk berbuka puasa bersama. Selain makan bersama, ada juga doa dan harapan untuk kebahagiaan bersama.",Tradisi Nusantara,Makassar,,"Buka Puasa Bersama (Mappadendang) Sebuah tradisi yang biasa dilakukan pada bulan Ramadan, di mana keluarga dan kerabat berkumpul untuk berbuka puasa bersama. Selain makan bersama, ada juga doa dan harapan untuk kebahagiaan bersama."
Mappadendang,"Upacara adat yang diadakan sebagai bentuk syukur atas hasil pertanian atau pencapaian tertentu, dengan melibatkan penyembelihan hewan dan doa untuk kesejahteraan.",Tradisi Nusantara,Makassar,,"Mappadendang Upacara adat yang diadakan sebagai bentuk syukur atas hasil pertanian atau pencapaian tertentu, dengan melibatkan penyembelihan hewan dan doa untuk kesejahteraan."
Mappetuada (Perkawinan Adat Bugis),"Dalam tradisi Bugis, setelah upacara lamaran, ada proses ""Mappetuada"" yang menyatukan kedua keluarga dengan serangkaian adat, dimulai dari sambutan hingga pemberian hadiah.",Tradisi Nusantara,Makassar,,"Mappetuada (Perkawinan Adat Bugis) Dalam tradisi Bugis, setelah upacara lamaran, ada proses ""Mappetuada"" yang menyatukan kedua keluarga dengan serangkaian adat, dimulai dari sambutan hingga pemberian hadiah."
Siraman Pengantin,Prosesi siraman atau mandi pengantin yang dilakukan sebagai simbol penyucian diri sebelum memasuki kehidupan baru sebagai pasangan suami-istri. Biasanya diiringi dengan doa-doa.,Tradisi Nusantara,Makassar,,Siraman Pengantin Prosesi siraman atau mandi pengantin yang dilakukan sebagai simbol penyucian diri sebelum memasuki kehidupan baru sebagai pasangan suami-istri. Biasanya diiringi dengan doa-doa.
Mappapasuki,"Upacara di mana mempelai wanita diberikan uang atau hadiah oleh mempelai pria, sering kali berupa pakaian atau barang berharga lainnya.",Tradisi Nusantara,Makassar,,"Mappapasuki Upacara di mana mempelai wanita diberikan uang atau hadiah oleh mempelai pria, sering kali berupa pakaian atau barang berharga lainnya."
Rambu Solo (Pemakaman Bugis),"Upacara pemakaman yang sangat sakral bagi orang Bugis, termasuk penyembelihan hewan, dan ritual yang dilakukan untuk memastikan roh orang yang meninggal tenang dan diterima di alam baka. Upacara ini bisa berlangsung selama beberapa hari.",Tradisi Nusantara,Makassar,,"Rambu Solo (Pemakaman Bugis) Upacara pemakaman yang sangat sakral bagi orang Bugis, termasuk penyembelihan hewan, dan ritual yang dilakukan untuk memastikan roh orang yang meninggal tenang dan diterima di alam baka. Upacara ini bisa berlangsung selama beberapa hari."
Lari’na (Ritual Pemakaman),"Proses pemakaman yang dilakukan dengan menghormati almarhum dan keluarganya. Dalam tradisi ini, anggota keluarga diharuskan untuk berduka selama beberapa hari setelah pemakaman.",Tradisi Nusantara,Makassar,,"Lari’na (Ritual Pemakaman) Proses pemakaman yang dilakukan dengan menghormati almarhum dan keluarganya. Dalam tradisi ini, anggota keluarga diharuskan untuk berduka selama beberapa hari setelah pemakaman."
Pappaseng,"Ritual tradisional untuk memberi penghormatan terakhir kepada almarhum, biasanya melibatkan pembacaan doa dan pemberian makanan atau barang tertentu untuk menghormati roh yang telah meninggal.",Tradisi Nusantara,Makassar,,"Pappaseng Ritual tradisional untuk memberi penghormatan terakhir kepada almarhum, biasanya melibatkan pembacaan doa dan pemberian makanan atau barang tertentu untuk menghormati roh yang telah meninggal."
Pappasili’,Upacara pemberian penghormatan terhadap almarhum dengan membawa barang-barang tertentu untuk menghormati arwah orang yang meninggal. Biasanya dilakukan setelah prosesi pemakaman.,Tradisi Nusantara,Makassar,,Pappasili’ Upacara pemberian penghormatan terhadap almarhum dengan membawa barang-barang tertentu untuk menghormati arwah orang yang meninggal. Biasanya dilakukan setelah prosesi pemakaman.
Mappalili,"Ritual adat yang dilakukan saat seseorang mendapatkan rezeki atau keberuntungan besar, seperti kemenangan dalam perang atau hasil panen yang melimpah. Biasanya melibatkan pembacaan doa dan persembahan hewan.",Tradisi Nusantara,Makassar,,"Mappalili Ritual adat yang dilakukan saat seseorang mendapatkan rezeki atau keberuntungan besar, seperti kemenangan dalam perang atau hasil panen yang melimpah. Biasanya melibatkan pembacaan doa dan persembahan hewan."
Mappasili',Ritual untuk menghormati nenek moyang atau memohon berkah kepada roh leluhur dengan cara memberi persembahan berupa makanan dan doa-doa.,Tradisi Nusantara,Makassar,,Mappasili' Ritual untuk menghormati nenek moyang atau memohon berkah kepada roh leluhur dengan cara memberi persembahan berupa makanan dan doa-doa.
Tolak Bala (Ritual Menolak Bahaya),"Ritual adat untuk menghindari malapetaka atau bencana, sering dilakukan dalam berbagai konteks kehidupan sehari-hari, seperti saat akan memulai perjalanan jauh atau memulai usaha.",Tradisi Nusantara,Makassar,,"Tolak Bala (Ritual Menolak Bahaya) Ritual adat untuk menghindari malapetaka atau bencana, sering dilakukan dalam berbagai konteks kehidupan sehari-hari, seperti saat akan memulai perjalanan jauh atau memulai usaha."
Mappalu Pocco',"Ritual adat yang dilakukan untuk memohon keselamatan atau keberuntungan, biasanya dilakukan oleh orang Bugis Makassar setelah mengalami masa-masa sulit atau sebagai bentuk syukur atas hasil yang baik.",Tradisi Nusantara,Makassar,,"Mappalu Pocco' Ritual adat yang dilakukan untuk memohon keselamatan atau keberuntungan, biasanya dilakukan oleh orang Bugis Makassar setelah mengalami masa-masa sulit atau sebagai bentuk syukur atas hasil yang baik."
Latoa,Ritual penyembuhan tradisional yang dilakukan oleh seorang dukun atau penyembuh tradisional Bugis. Latoa melibatkan doa dan penggunaan ramuan alami untuk mengatasi berbagai penyakit.,Tradisi Nusantara,Makassar,,Latoa Ritual penyembuhan tradisional yang dilakukan oleh seorang dukun atau penyembuh tradisional Bugis. Latoa melibatkan doa dan penggunaan ramuan alami untuk mengatasi berbagai penyakit.
Mappape Pakkarena,"Ritual adat yang dilakukan untuk merayakan perayaan atau kejayaan tertentu, dengan melibatkan musik, tarian, dan makanan khas sebagai bentuk ungkapan rasa syukur",Tradisi Nusantara,Makassar,,"Mappape Pakkarena Ritual adat yang dilakukan untuk merayakan perayaan atau kejayaan tertentu, dengan melibatkan musik, tarian, dan makanan khas sebagai bentuk ungkapan rasa syukur"
Rumah Tongkonan,"Rumah adat suku Bugis dan Toraja yang dikenal dengan arsitektur khas. Rumah ini memiliki atap yang melengkung, menyerupai bentuk perahu terbalik. Dikenal sebagai simbol dari kehidupan dan keberuntungan. Biasanya dibangun dengan kayu berkualitas tinggi dan dihiasi dengan ukiran-ukiran yang melambangkan leluhur dan cerita kehidupan masyarakat.",Rumah Adat,Makassar,,"Rumah Tongkonan Rumah adat suku Bugis dan Toraja yang dikenal dengan arsitektur khas. Rumah ini memiliki atap yang melengkung, menyerupai bentuk perahu terbalik. Dikenal sebagai simbol dari kehidupan dan keberuntungan. Biasanya dibangun dengan kayu berkualitas tinggi dan dihiasi dengan ukiran-ukiran yang melambangkan leluhur dan cerita kehidupan masyarakat."
Rumah Panggung Bugis,"Rumah panggung yang khas dengan struktur tiang tinggi dan atap yang terbuat dari daun sagu atau ijuk. Rumah ini dirancang untuk menghindari banjir dan serangan hewan. Atapnya yang tinggi memberikan sirkulasi udara yang baik, menjaga suhu di dalam rumah tetap nyaman. Rumah panggung Bugis juga memiliki fungsi sebagai tempat berkumpul dan ruang serbaguna untuk keluarga.",Rumah Adat,Makassar,,"Rumah Panggung Bugis Rumah panggung yang khas dengan struktur tiang tinggi dan atap yang terbuat dari daun sagu atau ijuk. Rumah ini dirancang untuk menghindari banjir dan serangan hewan. Atapnya yang tinggi memberikan sirkulasi udara yang baik, menjaga suhu di dalam rumah tetap nyaman. Rumah panggung Bugis juga memiliki fungsi sebagai tempat berkumpul dan ruang serbaguna untuk keluarga."
Balla’ Lompoa,"Balla’ Lompoa adalah rumah adat besar dari suku Bugis yang digunakan untuk upacara adat dan tempat pertemuan keluarga besar. Rumah ini biasanya lebih besar dari rumah-rumah lainnya dan memiliki ruang terbuka luas di bagian depan. Balla’ Lompoa biasanya terletak di pusat kampung atau desa, dan sering kali berfungsi sebagai tempat pemimpin adat atau kepala keluarga mengadakan pertemuan atau rapat.",Rumah Adat,Makassar,,"Balla’ Lompoa Balla’ Lompoa adalah rumah adat besar dari suku Bugis yang digunakan untuk upacara adat dan tempat pertemuan keluarga besar. Rumah ini biasanya lebih besar dari rumah-rumah lainnya dan memiliki ruang terbuka luas di bagian depan. Balla’ Lompoa biasanya terletak di pusat kampung atau desa, dan sering kali berfungsi sebagai tempat pemimpin adat atau kepala keluarga mengadakan pertemuan atau rapat."
Rumah Adat Bugis Makassar,"Rumah adat Bugis Makassar, dikenal dengan bentuk atapnya yang curam, biasanya dibangun dengan menggunakan bahan-bahan alam seperti kayu dan bambu. Rumah ini memiliki ruang terbuka besar di depan, yang digunakan untuk acara adat dan pertemuan keluarga. Rumah adat Bugis juga sering kali dihiasi dengan ukiran khas yang memiliki makna simbolis dan filosofis.",Rumah Adat,Makassar,,"Rumah Adat Bugis Makassar Rumah adat Bugis Makassar, dikenal dengan bentuk atapnya yang curam, biasanya dibangun dengan menggunakan bahan-bahan alam seperti kayu dan bambu. Rumah ini memiliki ruang terbuka besar di depan, yang digunakan untuk acara adat dan pertemuan keluarga. Rumah adat Bugis juga sering kali dihiasi dengan ukiran khas yang memiliki makna simbolis dan filosofis."
Coto Makassar,"Makanan khas Makassar yang sangat terkenal, berupa sup daging sapi dengan kuah kental yang kaya rempah. Coto biasanya disajikan dengan ketupat atau buras, nasi ketan khas Makassar.",Kuliner Nusantara,Makassar,,"Coto Makassar Makanan khas Makassar yang sangat terkenal, berupa sup daging sapi dengan kuah kental yang kaya rempah. Coto biasanya disajikan dengan ketupat atau buras, nasi ketan khas Makassar."
Konro,"Daging iga sapi yang dimasak dengan bumbu khas Makassar, menghasilkan cita rasa gurih dan sedikit pedas. Konro sering disajikan dengan nasi atau buras, terutama dalam acara besar.",Kuliner Nusantara,Makassar,,"Konro Daging iga sapi yang dimasak dengan bumbu khas Makassar, menghasilkan cita rasa gurih dan sedikit pedas. Konro sering disajikan dengan nasi atau buras, terutama dalam acara besar."
Pallu Basa,"Sup daging dengan kuah yang terbuat dari rempah-rempah seperti jahe, kunyit, dan bawang. Pallu Basa merupakan hidangan yang sering dihidangkan pada acara adat atau upacara besar.",Kuliner Nusantara,Makassar,,"Pallu Basa Sup daging dengan kuah yang terbuat dari rempah-rempah seperti jahe, kunyit, dan bawang. Pallu Basa merupakan hidangan yang sering dihidangkan pada acara adat atau upacara besar."
Tuna Ikan Bakar (Ikan Bakar Makassar),"Ikan tuna atau ikan lain yang dibakar dengan bumbu khas Makassar yang pedas dan gurih, biasanya disajikan dengan sambal dabu-dabu dan nasi putih.",Kuliner Nusantara,Makassar,,"Tuna Ikan Bakar (Ikan Bakar Makassar) Ikan tuna atau ikan lain yang dibakar dengan bumbu khas Makassar yang pedas dan gurih, biasanya disajikan dengan sambal dabu-dabu dan nasi putih."
Pisang Epe,Pisang yang dipanggang dan disajikan dengan siraman saus gula merah yang manis. Pisang Epe adalah camilan khas Makassar yang sering dijual di pinggir jalan.,Kuliner Nusantara,Makassar,,Pisang Epe Pisang yang dipanggang dan disajikan dengan siraman saus gula merah yang manis. Pisang Epe adalah camilan khas Makassar yang sering dijual di pinggir jalan.
Sop Saudara,"Sup daging sapi dengan bumbu khas yang lebih sederhana, namun kaya rasa. Sop Saudara seringkali menggunakan bagian tulang rawan dan daging sapi sebagai bahan utama.",Kuliner Nusantara,Makassar,,"Sop Saudara Sup daging sapi dengan bumbu khas yang lebih sederhana, namun kaya rasa. Sop Saudara seringkali menggunakan bagian tulang rawan dan daging sapi sebagai bahan utama."
Roti Tisu,"Makanan ringan yang terbuat dari tepung terigu, mirip dengan roti nan, tetapi lebih tipis dan biasanya disajikan dengan tambahan gula. Roti Tisu sering disajikan di warung makan atau kedai.",Kuliner Nusantara,Makassar,,"Roti Tisu Makanan ringan yang terbuat dari tepung terigu, mirip dengan roti nan, tetapi lebih tipis dan biasanya disajikan dengan tambahan gula. Roti Tisu sering disajikan di warung makan atau kedai."
Lontong,"Nasi yang dimasak dalam daun pisang, sering dijadikan pelengkap untuk hidangan seperti coto atau sop. Lontong adalah hidangan yang sering dinikmati oleh masyarakat Bugis Makassar pada pagi hari.",Kuliner Nusantara,Makassar,,"Lontong Nasi yang dimasak dalam daun pisang, sering dijadikan pelengkap untuk hidangan seperti coto atau sop. Lontong adalah hidangan yang sering dinikmati oleh masyarakat Bugis Makassar pada pagi hari."
Es Palu Butung,"Minuman khas Makassar yang terbuat dari pisang yang dihaluskan dan dicampur dengan air kelapa muda, gula merah, dan es serut. Es Palu Butung sangat segar dan populer di Makassar.",Kuliner Nusantara,Makassar,,"Es Palu Butung Minuman khas Makassar yang terbuat dari pisang yang dihaluskan dan dicampur dengan air kelapa muda, gula merah, dan es serut. Es Palu Butung sangat segar dan populer di Makassar."
Teh Tarik,"Minuman teh manis yang dicampur dengan susu kental manis dan ""ditarik"" untuk memberikan buih. Teh tarik khas Makassar sangat populer sebagai minuman sore hari.",Kuliner Nusantara,Makassar,,"Teh Tarik Minuman teh manis yang dicampur dengan susu kental manis dan ""ditarik"" untuk memberikan buih. Teh tarik khas Makassar sangat populer sebagai minuman sore hari."
Jus Tembikai,"Jus semangka yang disajikan dingin, sangat menyegarkan dan menjadi minuman favorit masyarakat Bugis Makassar, terutama pada cuaca panas.",Kuliner Nusantara,Makassar,,"Jus Tembikai Jus semangka yang disajikan dingin, sangat menyegarkan dan menjadi minuman favorit masyarakat Bugis Makassar, terutama pada cuaca panas."
Sop Saraba,"Minuman khas Bugis yang terbuat dari jahe, susu, gula merah, dan kadang-kadang dengan tambahan rempah lainnya seperti kayu manis dan cengkeh. Sop Saraba memiliki rasa hangat yang kuat dan sering dikonsumsi pada malam hari atau saat cuaca dingin.",Kuliner Nusantara,Makassar,,"Sop Saraba Minuman khas Bugis yang terbuat dari jahe, susu, gula merah, dan kadang-kadang dengan tambahan rempah lainnya seperti kayu manis dan cengkeh. Sop Saraba memiliki rasa hangat yang kuat dan sering dikonsumsi pada malam hari atau saat cuaca dingin."
Pallu Mappare,"Minuman khas Makassar yang terbuat dari air kelapa yang dicampur dengan rempah-rempah tertentu, sering dikonsumsi untuk menambah stamina atau kesehatan.",Kuliner Nusantara,Makassar,,"Pallu Mappare Minuman khas Makassar yang terbuat dari air kelapa yang dicampur dengan rempah-rempah tertentu, sering dikonsumsi untuk menambah stamina atau kesehatan."
Air Dung-Dung,Minuman yang terbuat dari campuran air kelapa muda dan gula merah. Ini adalah minuman tradisional yang sering dijual oleh pedagang keliling di Makassar dan sekitarnya.,Kuliner Nusantara,Makassar,,Air Dung-Dung Minuman yang terbuat dari campuran air kelapa muda dan gula merah. Ini adalah minuman tradisional yang sering dijual oleh pedagang keliling di Makassar dan sekitarnya.
Bajigur,"Minuman manis yang terbuat dari santan, gula merah, dan rempah-rempah seperti jahe dan vanili. Bajigur sering diminum saat cuaca dingin atau sebagai teman santai di malam hari.",Kuliner Nusantara,Makassar,,"Bajigur Minuman manis yang terbuat dari santan, gula merah, dan rempah-rempah seperti jahe dan vanili. Bajigur sering diminum saat cuaca dingin atau sebagai teman santai di malam hari."
